Frequency (Hz)	Level (dB)
1100.585938	-56.493332
1101.562500	-57.251774
1102.539062	-55.445480
1103.515625	-55.123394
1104.492188	-56.918976
1105.468750	-57.023796
1106.445312	-55.669815
1107.421875	-56.484959
1108.398438	-55.336998
1109.375000	-56.037289
1110.351562	-57.474586
1111.328125	-56.828243
1112.304688	-57.908577
1113.281250	-57.417736
1114.257812	-55.610634
1115.234375	-55.526215
1116.210938	-57.700825
1117.187500	-56.489655
1118.164062	-57.878803
1119.140625	-58.435390
1120.117188	-58.303608
1121.093750	-57.874157
1122.070312	-58.659691
1123.046875	-57.661175
1124.023438	-57.165436
1125.000000	-58.320755
1125.976562	-59.292221
1126.953125	-58.954380
1127.929688	-58.414272
1128.906250	-58.301254
1129.882812	-58.913101
1130.859375	-58.330997
1131.835938	-59.090218
1132.812500	-57.773342
1133.789062	-58.802692
1134.765625	-58.864532
1135.742188	-57.812431
1136.718750	-58.808819
1137.695312	-59.775982
1138.671875	-59.349094
1139.648438	-58.977077
1140.625000	-60.185005
1141.601562	-58.931152
1142.578125	-60.309860
1143.554688	-60.196125
1144.531250	-61.633850
1145.507812	-60.841278
1146.484375	-58.650990
1147.460938	-60.128281
1148.437500	-58.237423
1149.414062	-59.841564
1150.390625	-60.634495
1151.367188	-59.193100
1152.343750	-59.980839
1153.320312	-60.015923
1154.296875	-58.511177
1155.273438	-59.259449
1156.250000	-61.475742
1157.226562	-59.798656
1158.203125	-60.703335
1159.179688	-61.382156
1160.156250	-61.475632
1161.132812	-61.802444
1162.109375	-61.554882
1163.085938	-61.713257
1164.062500	-61.273594
1165.039062	-62.282887
1166.015625	-61.844589
1166.992188	-60.396481
1167.968750	-61.533310
1168.945312	-60.991673
1169.921875	-60.904778
1170.898438	-61.913830
1171.875000	-59.633049
1172.851562	-61.192688
1173.828125	-62.248852
1174.804688	-61.702705
1175.781250	-61.456520
1176.757812	-60.199329
1177.734375	-60.734211
1178.710938	-61.577057
1179.687500	-61.227058
1180.664062	-61.174274
1181.640625	-61.837971
1182.617188	-60.797012
1183.593750	-61.664948
1184.570312	-62.058475
1185.546875	-62.104820
1186.523438	-61.184132
1187.500000	-62.466885
1188.476562	-61.802704
1189.453125	-61.752983
1190.429688	-61.497173
1191.406250	-62.158588
1192.382812	-62.454651
1193.359375	-62.404690
1194.335938	-62.601952
1195.312500	-62.759552
1196.289062	-63.827244
1197.265625	-61.567146
1198.242188	-62.796715
1199.218750	-61.510937
1200.195312	-61.915092
1201.171875	-62.424847
1202.148438	-62.513157
1203.125000	-62.100021
1204.101562	-61.632900
1205.078125	-62.211491
1206.054688	-62.685219
1207.031250	-61.785892
1208.007812	-61.398643
1208.984375	-64.182991
1209.960938	-62.932468
1210.937500	-62.541584
1211.914062	-62.817699
1212.890625	-62.470856
1213.867188	-61.576912
